Root Cause (Gejala),Impact (Akibat),Tipe Masalah,Confidence (%),Lift Ratio,Support (%),Level Prioritas
"src-mac, 192","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"192, 133-","src-mac, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
src-mac,"192, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"src-mac, 192, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"src-mac, 168","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"168, 133-","src-mac, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
src-mac,"168, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"src-mac, 168, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"src-mac, firewall","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"type, src-mac, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
src-mac,"type, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"src-mac, 133-","icmp, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
unknown,"r1-core, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"r1-core, unknown, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"src-mac, ddos","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"src-mac, 133-","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 133-","src-mac, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
src-mac,"ddos, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"src-mac, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"src-mac, ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"src-mac, icmp","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"icmp, 133-","src-mac, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"src-mac, 133-","type, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
src-mac,"icmp, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"src-mac, icmp, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"src-mac, 131","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"src-mac, 133-","131, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"131, 133-","src-mac, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
src-mac,"131, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"src-mac, 131, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, src-mac","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, 133-","src-mac, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"r1-core, src-mac","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"r1-core, 133-","src-mac, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"src-mac, 133-","r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"ddos, 192, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"ether1, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"ether1, ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"153, ddos","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"153, 133-","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"153, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"153, ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 192","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"192, 133-","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"192, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 168","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ether1, 133-","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"168, 133-","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"168, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"ddos, 168, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"r1-core, ddos","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"r1-core, 133-","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 133-","r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"r1-core, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"r1-core, ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"icmp, 131","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 133-","ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ether1, ddos","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
src-mac,"r1-core, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"131, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"r1-core, src-mac, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"icmp, ddos","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"icmp, 133-","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 133-","icmp, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"icmp, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"icmp, ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 131","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"131, 133-","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 133-","131, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"ddos, 131, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"ddos, firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, ddos","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, 133-","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 133-","type, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"type, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"type, ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, firewall","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"firewall, 133-","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 133-","firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"firewall, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"153, len","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
len,"ether1, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"src-mac, 168","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 131","r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"153, code","firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"153, firewall","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"153, firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 192","firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"firewall, 192","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"firewall, 192, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 168","firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"firewall, 168","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"firewall, 168, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"r1-core, code","firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, firewall","r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"r1-core, firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"153, code","ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"153, ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 192","ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"ether1, 192, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 168","ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"ether1, 168, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"r1-core, code","ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ether1, code","r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"r1-core, ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"ether1, firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ether1, firewall","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, firewall","ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"153, code","type, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, code","firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, firewall","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, firewall","type, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"type, firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, ether1","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, code","ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ether1, code","type, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"type, ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, 153","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"type, 153, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ether1, code","firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, 192","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 192","type, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"type, 192, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, 168","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 168","type, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"type, 168, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"type, code","r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"r1-core, code","type, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"type, r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"153, code","r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"len, detected","ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"153, r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"len, 133-","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, detected","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"133-, detected","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 133-","detected, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
detected,"code, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"133-, detected, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"code, detected, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 133-","len, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, len","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"len, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"code, len, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
len,"code, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"proto, code","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"proto, 133-","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 133-","proto, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
proto,"code, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"proto, 133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"proto, code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 1000","133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"type, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 192","r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
proto,"133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"r1-core, 192, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 168","r1-core, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"r1-core, 168, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
detected,"133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"detected, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
len,"133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"len, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"proto, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"131, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
1000,"133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"1000, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
unknown,"133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"unknown, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
src-mac,"133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"src-mac, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"133-, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
133-,"icmp, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"r1-core, 131, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"r1-core, code","131, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 133-","1000, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"131, 168, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, firewall","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, firewall","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"ddos, firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"code, firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ether1, code","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, code","ether1, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ether1, ddos","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"ether1, ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"ether1, code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"153, code","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"153, ddos","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"153, ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"153, code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 192","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 192","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"ddos, 192, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"code, 192, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"code, 168","ddos, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, 168","code, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
code,"ddos, 168, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
ddos,"code, 168, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
"ddos, code","firewall, DDOS_ATTACK",DDOS_ATTACK,1.0,2.4097744360902253,0.4149765990639625,HIGH RISK (Certainty)
